question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the actual output doesn't address the input question about the height of the motorcycle, instead providing a vague statement that doesn't relate to the query.",0,"The score is 0.00 because all nodes in the retrieval contexts are irrelevant to answering 'que tan alta es la moto', with reasons including none of them mentioning the height of a motorcycle, being about specific model features rather than height, being advertisements without height information, and providing technical details but no height information.","La información proporcionada no especifica la altura de la Bajaj Boxer CT100 KS. Si necesitas obtener esta información, te recomiendo consultar el manual del propietario o contactar con un concesionario autorizado de Bajaj para obtener detalles precisos sobre las dimensiones de tu motocicleta.",Altura total: 1.072 mm.,"['SA galgo\nMARCA: BAJAJ\nModelo: BOXER CT100 KS\nAño: 2024\nÚ MOTOR\nMOTOR\nMotor: 4 tiempos, Monocilindrico, SOHC\nSISTEMA e .\nC Cilindraje: 102 cc\n& Máxima potencia: 7.59 Hp @ 7500 rpm\nCHASIS\nTorque máximo: 8.24 N.m @ 5500 rpm\n—\ni\nEmbrague: Multi-Disco Bañado en Aceite\nDIMENSIONES\nDiámetro: 47 mm x 58.8 mm\nTransmisión: 4 Velocidades\nAlimentación: Carburador\nArranque: Pedal\nInformación extraída del sitio web oficial de la marca\n\nTablas:', '*Imágenes de referencia.\nTU NUEVA MOTO..."
cual es la altura del asiento con respecto al piso,1.0,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context.",0.6666666666666666,"The score is 0.67 because although the response provides some relevant information, it fails to directly answer the question about the height of the seat with respect to the floor, making the statement 'The statement does not provide any information about the height of the seat.' highly irrelevant.",0,"The score is 0.00 because all nodes ('TU NUEVA MOTO BAJAJ', 'COTIZATUBOXERCT100KS', 'Llantas de aleación', 'Conducción sin tensión', 'BOXER CT100 KS
LAPROPIAPA’AHORRAR', 'Características técnicas', and the table with motorcycles) are ranked higher than nodes that should be irrelevant (the one about the height of a seat), indicating no contextual precision.","La información proporcionada no especifica la altura del asiento de la Bajaj Boxer CT100 KS con respecto al piso. Si necesitas obtener esta información, te recomiendo consultar el manual del propietario o contactar con un concesionario autorizado de Bajaj para obtener detalles precisos sobre las dimensiones de tu motocicleta.",Altura del asiento: 784 mm.,"['*Imágenes de referencia.\nTU NUEVA MOTO BAJAJ\nCOTIZATUBOXERCT100KS\nDiligencia el formulario o escríbenos por WhatsApp y nos pondremos en contacto\nlo más pronto posible para brindarte asesoría sobre cotizaciones, financiación,\npuntos de venta y más.\nBoxer CT100 KS\nPRECI\nVER AHORRO\nO Cotizar $\n*Modelo 2026. Precio referencial y\nVIGENTE\n$5.899.\nsujeto a cambios.\nCotizar $ Crédito $ *Aplican términos y 000\nCrédito $\ncondiciones.\n\nTablas:\n |  | \n |  | \n*Imágenes de referencia.\n..."
cual es la presión de las llantas,0.6666666666666666,"The score is 0.67 because the actual output claims the size of alloy wheels as 17 inches, but this information does not exist in the retrieval context, making it a contradiction.",0.6666666666666666,"The score is 0.67 because the answer mostly addresses the question 'cual es la presión de las llantas' (what's tire pressure), but the irrelevant statement about alloy wheels and stability on irregular roads slightly detracts from its relevance.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La información proporcionada no especifica la presión recomendada para las llantas de la Bajaj Boxer CT100 KS. Sin embargo, se menciona que la motocicleta cuenta con llantas de aleación de 17” para una excelente estabilidad en caminos irregulares. Si necesitas obtener la presión recomendada para las llantas, te recomiendo consultar el manual del propietario o contactar con un concesionario autorizado de Bajaj para obtener información precisa.",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"['EN ESPAÑOL\nSeguridad\nHome / Bikes / Boxer Ct 100 Ks\nEl poder del control\nLlantas de aleación\nGrandes llantas de aleación de 17”,\ncombinadas con una larga distancia entre\nejes para una excelente estabilidad en\ncaminos irregulares.\nConducción sin tensión (Garantía)\nObtén tranquilidad con la garantía de 12\nmeses de Bajaj para 30,000 KMs.\nColores\nBicicleta de alto\nrendimiento que ofrece\npotencia, manejo,\nseguridad,\ncaracterísticas\nsuperiores\nAzul\nCaracterísticas técnicas\nMotor..."
que tipos de frenos tiene la moto ,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because the answer provided some relevant information related to the input question 'que tipos de frenos tiene la moto' (What types of brakes does a motorcycle have?), but was brought down by an irrelevant statement about rear brakes.",0,"The contextual precision score is 0.00 because all nodes in the retrieval contexts are ranked lower than they should be, as they are all irrelevant to the input question 'que tipos de frenos tiene la moto'. The first four nodes are about engine specifications and dimensions, which does not provide information about brake types, while the last node is a repetitive copy of previous ones, also providing no new information about brake types. None of these nodes should be ranked higher than a node that actually provides relevant information about brake types, hence the score of 0.","La Bajaj Boxer CT100 KS cuenta con un freno delantero de tipo tambor de 110 mm. No se proporciona información específica sobre el freno trasero en el contexto dado. Si necesitas más detalles, te recomiendo consultar el manual del propietario o contactar con un concesionario autorizado de Bajaj para obtener información precisa.","Frenos de tambor adelante y atrás, ambos de 110 mm.","['CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM\nTORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM\nENCENDIDO Pedal Pedal\nCAPACIDAD DEL 10.5 L 10.5 L\nTANQUE\nFRENO DELANTERO Tambor 110 mm Tambor\nSUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e\nposiciones\nUSB Si No\n*La información técnica e imágenes de referencia de las motocicletas fue tomada del\nsitio oficial de cada una de las marcas a la fecha 31/10/2024.\nBoxer CT100 KS\nPRECI\nVER ..."
como hago el despegue o asentamiento del motor,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating a perfect match and maximum faithfulness!",0.75,"The score is 0.75 because while the actual output addressed the main question about starting the motor, it included some irrelevant statements, such as recommending consulting the owner's manual, which is not directly related to the startup process.",0,"The score is 0.00 because the first five nodes in the retrieval context are all irrelevant nodes that should be ranked lower than the relevant ones, with reasons including non-relevant information about motorcycles' specifications, advertisements, and general safety guidelines.","El arranque del motor de la Bajaj Boxer CT100 KS se realiza mediante un pedal. Esto se menciona en la documentación técnica proporcionada, específicamente en la sección de características del motor, donde se indica que el arranque es de tipo ""Pedal"". No se proporcionan instrucciones detalladas sobre el proceso de arranque, pero generalmente, para arrancar la motocicleta, debes seguir los pasos habituales de presionar el pedal de arranque mientras asegurarte de que el freno de mano esté activado y la transmisión esté en punto muerto. Si necesitas más detalles o instrucciones específicas, te recomiendo consultar el manual del propietario de la Bajaj Boxer CT100 KS.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"['SA galgo\nMARCA: BAJAJ\nModelo: BOXER CT100 KS\nAño: 2024\nÚ MOTOR\nMOTOR\nMotor: 4 tiempos, Monocilindrico, SOHC\nSISTEMA e .\nC Cilindraje: 102 cc\n& Máxima potencia: 7.59 Hp @ 7500 rpm\nCHASIS\nTorque máximo: 8.24 N.m @ 5500 rpm\n—\ni\nEmbrague: Multi-Disco Bañado en Aceite\nDIMENSIONES\nDiámetro: 47 mm x 58.8 mm\nTransmisión: 4 Velocidades\nAlimentación: Carburador\nArranque: Pedal\nInformación extraída del sitio web oficial de la marca\n\nTablas:', 'ADVERTENCIA Indica un peligro potencial..."
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer directly addresses the asked question, providing a straightforward response to 'cuanto tiempo dura la garantía de la garantía' without any irrelevant statements.",0.7555555555555555,"The score is 0.76 because the retrieval contexts correctly rank relevant nodes ('seguridad', 'garantía', and '12 meses') higher than irrelevant ones ('Home / Bikes / Boxer Ct 100 Ks' and other sections), ensuring that the majority of 'yes' verdicts are ranked above the first 'no' node, but not all of them. This indicates a decent contextual precision score.","La garantía de la Bajaj Boxer CT100 KS es de 12 meses o 30,000 km, lo que ocurra primero. Esto se menciona en la sección ""Conducción sin tensión (Garantía)"" del contexto proporcionado.","12 meses o 20.000 kilómetros, lo que ocurra primero.","['EN ESPAÑOL\nSeguridad\nHome / Bikes / Boxer Ct 100 Ks\nEl poder del control\nLlantas de aleación\nGrandes llantas de aleación de 17”,\ncombinadas con una larga distancia entre\nejes para una excelente estabilidad en\ncaminos irregulares.\nConducción sin tensión (Garantía)\nObtén tranquilidad con la garantía de 12\nmeses de Bajaj para 30,000 KMs.\nColores\nBicicleta de alto\nrendimiento que ofrece\npotencia, manejo,\nseguridad,\ncaracterísticas\nsuperiores\nAzul\nCaracterísticas técnicas\nMotor..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer directly addresses the question about the emission of gases from a motorcycle, leaving no room for irrelevant statements.",0.5,"The score is 0.50 because the irrelevant nodes (the first two 'no' verdicts) were correctly ranked lower than the relevant nodes, such as the third node ('yes') that provides information about the bike's engine specifications, including 'Torque máximo: 8.24 N.m @ 5500 rpm', which could be used to estimate gas emissions.","La Bajaj Boxer CT100 KS cuenta con tecnología EURO 3, que incluye una válvula SAI, un catalizador 3 vías y ventilación positiva, lo que contribuye a menores emisiones de gases contaminantes y es amigable con el medio ambiente. Sin embargo, no se proporcionan valores específicos de emisión de gases en el contexto dado.","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","['SA galgo\nMARCA: BAJAJ\nModelo: BOXER CT100 KS\nAño: 2024\nÚ MOTOR\nMOTOR\nMotor: 4 tiempos, Monocilindrico, SOHC\nSISTEMA e .\nC Cilindraje: 102 cc\n& Máxima potencia: 7.59 Hp @ 7500 rpm\nCHASIS\nTorque máximo: 8.24 N.m @ 5500 rpm\n—\ni\nEmbrague: Multi-Disco Bañado en Aceite\nDIMENSIONES\nDiámetro: 47 mm x 58.8 mm\nTransmisión: 4 Velocidades\nAlimentación: Carburador\nArranque: Pedal\nInformación extraída del sitio web oficial de la marca\n\nTablas:', 'EN ESPAÑOL\nHome / Bikes / Boxer Ct 100..."
cuantos kilómetros hace por galón,0.3333333333333333,"The score is 0.33 because the actual output contains two contradictions regarding the fuel economy of the Boxer CT100 KS. The claimed fuel economy does not match the claims that it can travel 55 kmpl or approximately 500 kilometers with a full tank, indicating a discrepancy between the expected and actual output.",1.0,"The score is 1.00 because the answer directly addresses the question, providing a clear and relevant response about kilometers per gallon.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"El rendimiento de combustible de la Bajaj Boxer CT100 KS es de 55 kmpl, lo que significa que puede recorrer aproximadamente 55 kilómetros con un litro de combustible. Esto se traduce en una autonomía de aproximadamente 500 km con el tanque lleno, según se menciona en la documentación.",El manual no lo especifica.,"['EN ESPAÑOL\nHome / Bikes / Boxer Ct 100 Ks\nBOXER CT 100 KS\nKNOW MORE\nFunciones\nRendimiento\nPotencia líder en su clase\nMotor de 4 tiempos refrigerado por aire\nnatural\nConduzca con la promesa de la mejor\neficiencia de combustible de su clase de\n55 kmpl*, es decir, aproximadamente\nmás de 500 km con el tanque lleno.\nFiabilidad garantizada\nFiabilidad día tras día, con el músculo\npara conquistar los desafíos y el\nrendimiento para traspasar las fronteras.\n\nTablas:\nBOXER CT 100 KS\nK..."
cual es la relación de transmisión de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.3333333333333333,"The score is 0.33 because the actual output contains two irrelevant statements: one discussing gear ratio and another suggesting consulting the owner's manual or contacting a dealership, which do not address the original input asking about transmission.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS cuenta con una transmisión de 4 velocidades. Sin embargo, no se proporciona información específica sobre la relación de transmisión en el contexto dado. Si necesitas obtener esta información, te recomiendo consultar el manual del propietario o contactar con un concesionario autorizado de Bajaj para obtener detalles precisos sobre las características técnicas de tu motocicleta.",No se especifica en el manual,"['SA galgo\nMARCA: BAJAJ\nModelo: BOXER CT100 KS\nAño: 2024\nÚ MOTOR\nMOTOR\nMotor: 4 tiempos, Monocilindrico, SOHC\nSISTEMA e .\nC Cilindraje: 102 cc\n& Máxima potencia: 7.59 Hp @ 7500 rpm\nCHASIS\nTorque máximo: 8.24 N.m @ 5500 rpm\n—\ni\nEmbrague: Multi-Disco Bañado en Aceite\nDIMENSIONES\nDiámetro: 47 mm x 58.8 mm\nTransmisión: 4 Velocidades\nAlimentación: Carburador\nArranque: Pedal\nInformación extraída del sitio web oficial de la marca\n\nTablas:', 'EN ESPAÑOL\nSeguridad\nHome / Bikes / B..."
cual es el cilindraje de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer directly addresses the question about the cylinder size of a motorcycle, making it highly relevant.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"El cilindraje de la Bajaj Boxer CT100 KS es de 102 cc. Este valor se menciona en la documentación técnica proporcionada y se repite en varias secciones, incluyendo las tablas de especificaciones.",el cilindraje de la moto es de 102 cc.,"['CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM\nTORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM\nENCENDIDO Pedal Pedal\nCAPACIDAD DEL 10.5 L 10.5 L\nTANQUE\nFRENO DELANTERO Tambor 110 mm Tambor\nSUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e\nposiciones\nUSB Si No\n*La información técnica e imágenes de referencia de las motocicletas fue tomada del\nsitio oficial de cada una de las marcas a la fecha 31/10/2024.\nBoxer CT100 KS\nPRECI\nVER ..."
cual es la viscosidad del aceite de la moto,0.6666666666666666,"The score is 0.67 because there are no significant contradictions between the actual output and the retrieval context. The only point of agreement mentions a match in specifications, indicating that the actual output aligns well with the expected information.",1.0,"The score is 1.00 because the answer directly addresses the question about the viscosity of motorcycle oil, making it highly relevant and accurate.",0.5166666666666666,"The score is 0.52 because most of the irrelevant nodes (4 out of 7) are ranked lower than the relevant ones, with clear reasons like engine specifications and unrelated features not providing information on oil viscosity, while only one node providing specific recommendation for oil viscosity was ranked higher.","La viscosidad recomendada del aceite de motor para la Bajaj Boxer CT100 KS es SAE 20 W 50 / 10 W 30, con especificaciones API SL y JASO MA. Es importante utilizar aceite de motor 4T para asegurar el correcto funcionamiento y durabilidad del motor.","SAE 20W-50 o 10W-30, API SL, JASO MA.","['Este manual de Usuario y Garantía es parte fundamental de la motocicleta,\nrecomendamos mantenerlo siempre con la motocicleta.\nEspecificaciones del Aceite Recomendado\nIMPORTANTE\nAntes de encender el motor verifique Viscosidad SAE 20 W 50 / 10 W 30\nsi el nivel de aceite 4T es el adecuado.\nServicio API SL\nVer sección: ACEITE MOTOR\nJASO MA\nEste manual de Usuario y Garantía incluye la información más reciente del producto disponible antes de la impresión. BAJAJ se reserva\nel derecho a rea..."
que tipo de llantas usa la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the input and output are directly related, with the output providing a clear answer to the question about the type of tires used by a motorcycle.",0,"The score is 0.00 because all nodes (1-5) are irrelevant to determining tire types, making it impossible for relevant nodes to be ranked higher than irrelevant ones.","La Bajaj Boxer CT100 KS utiliza llantas de aleación de 17”. Estas llantas están diseñadas para proporcionar una excelente estabilidad en caminos irregulares, gracias a su tamaño y a la larga distancia entre ejes de la motocicleta.","Delantera: 2.75-17, 41P (tubetype). Trasera: 3.00-17, 50P (tubetype).","['EN ESPAÑOL\nSeguridad\nHome / Bikes / Boxer Ct 100 Ks\nEl poder del control\nLlantas de aleación\nGrandes llantas de aleación de 17”,\ncombinadas con una larga distancia entre\nejes para una excelente estabilidad en\ncaminos irregulares.\nConducción sin tensión (Garantía)\nObtén tranquilidad con la garantía de 12\nmeses de Bajaj para 30,000 KMs.\nColores\nBicicleta de alto\nrendimiento que ofrece\npotencia, manejo,\nseguridad,\ncaracterísticas\nsuperiores\nAzul\nCaracterísticas técnicas\nMotor..."
cada cuanto debo revisar las bujías,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because the answer provided some relevant information, but also included an irrelevant statement about there being no revision schedule for spark plugs, which reduces the overall relevancy score.",0.3333333333333333,"The score is 0.33 because irrelevant nodes, like the ones discussing warranty conditions, user requirements, and maintenance schedules (Nodes 1 and 2), are ranked higher than relevant nodes ('Una vez finalice su garantía...' which answers the question about how often to change the spark plugs, Node 3). This means that even though the context contains some relevant information, it's not accurately reflected in the ranking.","Para la Bajaj Boxer CT100 KS, no se especifica en el contexto proporcionado una revisión periódica específica para las bujías. Sin embargo, se menciona que es importante seguir el Programa de Mantenimiento del manual del propietario para las revisiones periódicas. Te recomiendo consultar el capítulo de Programa de Mantenimiento en el manual del propietario para obtener información detallada sobre la revisión y mantenimiento de las bujías en tu motocicleta.",Cada 5.000 km o antes si es necesario.,"['VALIDEZ DE LA GARANTÍA Y CONDICIONES\nEl Grupo UMA S.A.S. distribuidor autorizado de la marca BAJAJ en Colombia a través de su red de distribución le\notorga una garantía que cubre todo defecto de fabricación o ensamble por un período de 12 meses o 20.000\nkm, lo primero que se cumpla, siempre y cuando el usuario haya cumplido con los siguientes requisitos:\nPARA QUE LA 1. Haber efectuado las revisiones preventivas y mantenimientos previos a la\nGARANTÍA SEA ocurrencia del daño en un Centro de..."
cuanto peso de la moto,1.0,"The score is 1.00 because there are no detected contradictions between the actual output and the retrieval context, indicating perfect alignment and faithfulness!",0.75,"The score is 0.75 because the model correctly answered the basic question 'cuanto peso de la moto' but included a closing remark that does not provide any relevant information about the weight of the Bajaj Boxer CT100 KS, which is why it's not higher.",0,"The score is 0.00 because all five nodes in the retrieval contexts are irrelevant to the input ('cuanto peso de la moto'), meaning they do not provide any information about the weight of the motorcycle.","Lo siento, pero no tengo información sobre el peso de la Bajaj Boxer CT100 KS en el contexto proporcionado. Si necesitas saber el peso de esta motocicleta, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado para obtener la información precisa. Estoy aquí para ayudarte con cualquier otra pregunta que tengas sobre la Bajaj Boxer CT100 KS. ¿Hay algo más en lo que pueda asistirte?",la moto pesa 109 kg,['Ver más contenido…\n*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas\ncaracterísticas de las motocicletas pueden variar con respecto al modelo y versión\npresentada.\nBoxer CT100 KS\nPRECI\nVER AHORRO\nO Cotizar $\n*Modelo 2026. Precio referencial y\nVIGENTE\n$5.899.\nsujeto a cambios.\nCotizar $ Crédito $ *Aplican términos y 000\nCrédito $\ncondiciones.\n\nTablas:\nVer más contenido…\n*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas\...
como revisar el nivel de aceite,0.6,The score is 0.60 because the actual output contains inconsistencies regarding specific requirements for checking the oil level (motor off vs on flat surface) and recommended maintenance levels (marks C to D vs unknown range).,0.8571428571428571,"The score is 0.86 because the output contains some irrelevant statements that provide general guidelines rather than directly addressing the input question 'como revisar el nivel de aceite', which specifically asks for a method to check the oil level.",0.7555555555555555,"The score is 0.76 because irrelevant nodes, such as 'Este manual de Usuario y Garantía' (ranked 2) and 'Cadena - Aceite de Motor' (ranked 4), were correctly ranked lower than relevant nodes like the first and third context nodes that provide clear instructions and specific steps for checking the oil level in a motorcycle.","Para revisar el nivel de aceite en tu Bajaj Boxer CT100 KS, sigue estos pasos:

1. Estaciona la motocicleta en una superficie plana.
2. Extraiga el tapón medidor de aceite y límpielo.
3. Inserte el tapón medidor hasta el punto sin roscar.
4. Retire de nuevo el tapón y verifique que el nivel de aceite esté entre las marcas C (Nivel superior) y D (Nivel inferior).

Recuerda que es importante mantener el nivel de aceite entre estas marcas y cambiar el aceite cada 5.000 km. También es recomendable verificar el nivel de aceite con el motor apagado y en una superficie plana. La viscosidad del aceite recomendado es SAE 20 W 50 / 10 W 30, con servicio API SL y JASO MA.","Colocar la moto en una superficie plana con el motor frío, extraer el tapon medidor de aceite y limpiarlo, insertar el tapon medidor hata el punto R sin roscar, retirar de nuevo el tapon y verificar que el niver de aceite este entre las marcas C y D, adicione aceite de ser necesario.","['ACEITE DE MOTOR\nVerificación diaria del nivel de aceite\nMantenga siempre el nivel de aceite entre los niveles bajo y alto,\ncuando el nivel de aceite esté llegando al nivel bajo (D), indicado\nen la imagen, debe proceder a completar hasta el nivel máximo (C)\ncon aceite recomendado, sin sobrepasar el nivel máximo. A\n1.\n2. Extraiga el tapón medidor de aceite y límpielo. B\nC\n3. Inserte tapón medidor hasta el punto R sin roscar. D\n4.\naceite esté entre las marcas C Y D.\n5. Adicione aceite..."
como cambiar un fusible,0.5,"The score is 0.50 because the actual output only partially aligns with the information presented in the retrieval context due to some minor inconsistencies. While most claims are consistent, there are a few instances where the actual output does not directly contradict the retrieval context, such as when it comes to reviewing fusibles/bombillos and removing fuses.",0.8333333333333334,"The score is 0.83 because while the response addresses the main question of how to change a fuse, it includes an irrelevant statement about reviewing fuses every month or 750 km, which distracts from the core topic.",0,"The score is 0.00 because all the retrieval contexts rank nodes as irrelevant, with reasons including quotes like 'COMO CONDUCIR
TU MOTOCICLETA', which do not contain any information about changing a fuse. The first three ranked nodes in the retrieval contexts are not relevant to the input query 'como cambiar un fusible'.","Para cambiar un fusible en tu Bajaj Boxer CT100 KS, es importante seguir los pasos adecuados. Según la información proporcionada, los fusibles deben ser revisados cada 1 mes o 750 km. 

1. Localiza el compartimiento de los fusibles, que generalmente se encuentra en un lugar accesible de la motocicleta.
2. Identifica el fusible que deseas cambiar y retíralo con cuidado.
3. Reemplaza el fusible viejo con uno nuevo que tenga las mismas especificaciones.
4. Vuelve a colocar el fusible en su compartimiento y asegúrate de que esté bien sujeto.

Es importante mencionar que no tengo información específica sobre el tipo de fusible utilizado en la Bajaj Boxer CT100 KS en el contexto proporcionado. Sin embargo, es crucial utilizar un fusible con las mismas características y amperaje para evitar daños al sistema eléctrico de la motocicleta. Si necesitas más detalles o especificaciones técnicas, te recomiendo consultar el manual del propietario o contactar a un profesional.",El manual no describe el procedimiento para cambio de fusibles.,"['COMO CONDUCIR\nTU MOTOCICLETA\n\nTablas:', 'COMO CONDUCIR\nTU MOTOCICLETA\n\nTablas:', 'Tablas:\nTipo | Descripción | Meses | Kilometraje | Nota | Requisito\n | Bujía | 1 | 750 | 1, 2, 3 | \n | Fusibles / Bombillos | 1 | 750 | 1, 3 | \n | Estator, Regulador, Bobinas | 3 | 5.000 | 1, 3 | \n | Relés, Supresor Ruido, Mandos | 3 | 5.000 | 1, 3 | \n | Arnes / Bocina / Puerto USB | 3 | 5.000 | 1, 3 | \n | LCD Velocímetro | 12 | 20.000 | 1, 2, 3 | \n | Escobillas Motor arranque | 3 | 5.000 | 1, 3 | \..."
que herramientas trae la moto,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the information presented in the 'retrieval context', indicating a perfect alignment and high faithfulness.",0.6,"The score is 0.60 because the actual output contains irrelevant statements that are not related to the tools brought by the motorcycle, specifically mentioning that consulting a manual or contacting a professional does not provide information about the tools, which is unrelated to the input.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Lamentablemente, no tengo información específica sobre las herramientas que trae la Bajaj Boxer CT100 KS en el contexto proporcionado. La información disponible se enfoca en características técnicas, especificaciones y procedimientos de mantenimiento, pero no menciona las herramientas incluidas con la motocicleta. Si necesitas más detalles, te recomiendo consultar el manual del propietario o contactar a un profesional para obtener información precisa.",Trae un kit básico de herramientas ubicado junto a la batería.,"['CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM\nTORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM\nENCENDIDO Pedal Pedal\nCAPACIDAD DEL 10.5 L 10.5 L\nTANQUE\nFRENO DELANTERO Tambor 110 mm Tambor\nSUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e\nposiciones\nUSB Si No\n*La información técnica e imágenes de referencia de las motocicletas fue tomada del\nsitio oficial de cada una de las marcas a la fecha 31/10/2024.\nBoxer CT100 KS\nPRECI\nVER ..."
que tipo de encendido tiene la moto,0.5,"The score is 0.50 because there is a discrepancy in the actual output, where it incorrectly states that the ignition system is pedal-based, despite this information not being explicitly labeled as 'Pedal' type.",1.0,"The score is 1.00 because the answer directly addresses the question about the type of ignition system the motorcycle has, with no irrelevant information.",0.6787301587301586,"The score is 0.68 because the retrieval contexts correctly rank relevant nodes (nodes 1, 3, 5, and 7) higher than irrelevant nodes (nodes 2, 4, 6, and 8). For example, the first node's reason 'Arranque: Pedal' clearly indicates relevance to the topic of type of ignition used in a motorcycle. Similarly, nodes 3, 5, and 7 provide relevant information about pedal-powered starting, which is consistent with the expected output. On the other hand, nodes 2, 4, 6, and 8 are promotional messages or technical specifications that do not provide relevant information about the type of ignition used.","La Bajaj Boxer CT100 KS tiene un encendido de tipo Pedal. Esto se menciona en la información proporcionada en el contexto, específicamente en la sección de características técnicas.",tiene encendido por pedal.,"['SA galgo\nMARCA: BAJAJ\nModelo: BOXER CT100 KS\nAño: 2024\nÚ MOTOR\nMOTOR\nMotor: 4 tiempos, Monocilindrico, SOHC\nSISTEMA e .\nC Cilindraje: 102 cc\n& Máxima potencia: 7.59 Hp @ 7500 rpm\nCHASIS\nTorque máximo: 8.24 N.m @ 5500 rpm\n—\ni\nEmbrague: Multi-Disco Bañado en Aceite\nDIMENSIONES\nDiámetro: 47 mm x 58.8 mm\nTransmisión: 4 Velocidades\nAlimentación: Carburador\nArranque: Pedal\nInformación extraída del sitio web oficial de la marca\n\nTablas:', 'CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.5..."
